elapsed_s,stream,joint,deg
42.8912,maxon,right_wrist,-20.988
42.8915,arm,right_elbow,82.736
42.8925,maxon,left_wrist,39.915
42.8927,maxon,right_wrist,-21.491
42.8931,maxon,left_wrist,39.819
42.8933,maxon,right_wrist,-21.973
42.8940,maxon,left_wrist,39.722
42.8941,maxon,right_wrist,-22.452
42.8945,arm,right_shoulder_2,-21.301
42.8945,arm,right_elbow,82.859
42.8954,maxon,left_wrist,39.626
42.8959,maxon,right_wrist,-22.934
42.8964,maxon,left_wrist,39.528
42.8966,maxon,right_wrist,-23.417
42.8970,maxon,left_wrist,39.433
42.8972,maxon,right_wrist,-23.899
42.8975,arm,right_shoulder_2,-21.246
42.8975,arm,right_elbow,83.011
42.8986,maxon,left_wrist,39.320
42.8989,maxon,right_wrist,-24.361
42.8993,maxon,left_wrist,39.209
42.8995,maxon,right_wrist,-24.823
42.8999,arm,right_elbow,83.127
42.9007,maxon,left_wrist,39.099
42.9009,maxon,right_wrist,-25.285
