elapsed_s,stream,joint,deg
15.6677,maxon,right_wrist,-87.680
15.6777,maxon,left_wrist,87.604
15.6779,maxon,right_wrist,-87.604
15.6875,maxon,left_wrist,87.529
15.6877,maxon,right_wrist,-87.529
15.6977,maxon,left_wrist,87.454
15.6979,maxon,right_wrist,-87.454
15.7079,maxon,left_wrist,87.378
15.7081,maxon,right_wrist,-87.378
15.7178,maxon,left_wrist,87.306
15.7181,maxon,right_wrist,-87.306
15.7278,maxon,left_wrist,87.230
15.7280,maxon,right_wrist,-87.230
15.7375,maxon,left_wrist,87.155
15.7379,maxon,right_wrist,-87.155
15.7476,maxon,left_wrist,87.080
15.7478,maxon,right_wrist,-87.080
15.7575,maxon,left_wrist,87.004
15.7578,maxon,right_wrist,-87.004
15.7677,maxon,left_wrist,86.929
15.7679,maxon,right_wrist,-86.929
15.7776,maxon,left_wrist,86.854
15.7779,maxon,right_wrist,-86.854
15.7879,maxon,left_wrist,86.778
15.7882,maxon,right_wrist,-86.778
15.7978,maxon,left_wrist,86.703
15.7980,maxon,right_wrist,-86.703
15.8076,maxon,left_wrist,86.630
15.8080,maxon,right_wrist,-86.630
15.8179,maxon,left_wrist,86.555
15.8183,maxon,right_wrist,-86.555
15.8273,maxon,left_wrist,86.479
15.8278,maxon,right_wrist,-86.479
15.8378,maxon,left_wrist,86.404
15.8380,maxon,right_wrist,-86.404
15.8478,maxon,left_wrist,86.329
15.8480,maxon,right_wrist,-86.329
15.8579,maxon,left_wrist,86.253
15.8581,maxon,right_wrist,-86.253
15.8678,maxon,left_wrist,86.178
15.8680,maxon,right_wrist,-86.178
15.8776,maxon,left_wrist,86.103
15.8779,maxon,right_wrist,-86.103
15.8879,maxon,left_wrist,86.027
15.8880,maxon,right_wrist,-86.027
15.8975,maxon,left_wrist,85.955
15.8977,maxon,right_wrist,-85.955
15.9079,maxon,left_wrist,85.879
15.9081,maxon,right_wrist,-85.879
15.9173,maxon,left_wrist,85.804
15.9178,maxon,right_wrist,-85.804
15.9277,maxon,left_wrist,85.729
15.9279,maxon,right_wrist,-85.729
15.9379,maxon,left_wrist,85.653
15.9381,maxon,right_wrist,-85.653
15.9478,maxon,left_wrist,85.578
15.9480,maxon,right_wrist,-85.578
15.9579,maxon,left_wrist,85.503
15.9581,maxon,right_wrist,-85.503
15.9678,maxon,left_wrist,85.427
15.9681,maxon,right_wrist,-85.427
15.9780,maxon,left_wrist,85.354
15.9782,maxon,right_wrist,-85.354
15.9878,maxon,left_wrist,85.279
15.9882,maxon,right_wrist,-85.279
15.9980,maxon,left_wrist,85.204
15.9982,maxon,right_wrist,-85.204
16.0080,maxon,left_wrist,85.128
16.0083,maxon,right_wrist,-85.128
16.0176,maxon,left_wrist,85.053
16.0179,maxon,right_wrist,-85.053
16.0279,maxon,left_wrist,84.978
16.0282,maxon,right_wrist,-84.978
16.0378,maxon,left_wrist,84.902
16.0380,maxon,right_wrist,-84.902
16.0478,maxon,left_wrist,84.827
16.0480,maxon,right_wrist,-84.827
16.0578,maxon,left_wrist,84.752
16.0580,maxon,right_wrist,-84.752
16.0676,maxon,left_wrist,84.679
16.0679,maxon,right_wrist,-84.679
16.0776,maxon,left_wrist,84.604
16.0781,maxon,right_wrist,-84.604
16.0879,maxon,left_wrist,84.528
16.0882,maxon,right_wrist,-84.528
16.0979,maxon,left_wrist,84.453
16.0982,maxon,right_wrist,-84.453
16.1076,maxon,left_wrist,84.378
16.1079,maxon,right_wrist,-84.378
16.1177,maxon,left_wrist,84.302
16.1179,maxon,right_wrist,-84.302
16.1280,maxon,left_wrist,84.227
16.1283,maxon,right_wrist,-84.227
16.1377,maxon,left_wrist,84.152
16.1382,maxon,right_wrist,-84.152
16.1477,maxon,left_wrist,84.076
16.1479,maxon,right_wrist,-84.076
16.1576,maxon,left_wrist,84.003
16.1579,maxon,right_wrist,-84.003
16.1672,maxon,left_wrist,83.928
16.1678,maxon,right_wrist,-83.928
16.1776,maxon,left_wrist,83.853
16.1778,maxon,right_wrist,-83.853
16.1874,maxon,left_wrist,83.777
16.1877,maxon,right_wrist,-83.777
16.1978,maxon,left_wrist,83.702
16.1980,maxon,right_wrist,-83.702
16.2079,maxon,left_wrist,83.627
16.2081,maxon,right_wrist,-83.627
16.2175,maxon,left_wrist,83.551
16.2178,maxon,right_wrist,-83.551
16.2278,maxon,left_wrist,83.476
16.2280,maxon,right_wrist,-83.476
16.2378,maxon,left_wrist,83.401
16.2380,maxon,right_wrist,-83.401
16.2479,maxon,left_wrist,83.328
16.2481,maxon,right_wrist,-83.328
16.2578,maxon,left_wrist,83.253
16.2581,maxon,right_wrist,-83.253
16.2673,maxon,left_wrist,83.177
16.2678,maxon,right_wrist,-83.177
16.2774,maxon,left_wrist,83.102
16.2777,maxon,right_wrist,-83.102
16.2877,maxon,left_wrist,83.027
16.2883,maxon,right_wrist,-83.027
16.2979,maxon,left_wrist,82.951
16.2983,maxon,right_wrist,-82.951
16.3079,maxon,left_wrist,82.876
16.3082,maxon,right_wrist,-82.876
16.3179,maxon,left_wrist,82.801
16.3181,maxon,right_wrist,-82.801
16.3278,maxon,left_wrist,82.725
16.3280,maxon,right_wrist,-82.725
16.3379,maxon,left_wrist,82.652
16.3381,maxon,right_wrist,-82.652
16.3477,maxon,left_wrist,82.577
16.3479,maxon,right_wrist,-82.577
16.3575,maxon,left_wrist,82.502
16.3579,maxon,right_wrist,-82.502
16.3676,maxon,left_wrist,82.426
16.3679,maxon,right_wrist,-82.426
16.3775,maxon,left_wrist,82.351
16.3778,maxon,right_wrist,-82.351
16.3880,maxon,left_wrist,82.276
16.3882,maxon,right_wrist,-82.276
16.3977,maxon,left_wrist,82.200
16.3979,maxon,right_wrist,-82.200
16.4076,maxon,left_wrist,82.125
16.4079,maxon,right_wrist,-82.125
16.4173,maxon,left_wrist,82.052
16.4176,maxon,right_wrist,-82.052
16.4279,maxon,left_wrist,81.977
16.4281,maxon,right_wrist,-81.977
16.4380,maxon,left_wrist,81.902
16.4383,maxon,right_wrist,-81.902
16.4476,maxon,left_wrist,81.826
16.4480,maxon,right_wrist,-81.826
16.4576,maxon,left_wrist,81.751
16.4581,maxon,right_wrist,-81.751
16.4677,maxon,left_wrist,81.676
16.4680,maxon,right_wrist,-81.676
16.4772,maxon,left_wrist,81.600
16.4777,maxon,right_wrist,-81.600
16.4876,maxon,left_wrist,81.525
16.4880,maxon,right_wrist,-81.525
16.4977,maxon,left_wrist,81.449
16.4979,maxon,right_wrist,-81.449
16.5080,maxon,left_wrist,81.377
16.5082,maxon,right_wrist,-81.377
16.5176,maxon,left_wrist,81.301
16.5179,maxon,right_wrist,-81.301
16.5276,maxon,left_wrist,81.226
16.5278,maxon,right_wrist,-81.226
16.5379,maxon,left_wrist,81.151
16.5382,maxon,right_wrist,-81.151
16.5475,maxon,left_wrist,81.075
16.5479,maxon,right_wrist,-81.075
16.5572,maxon,left_wrist,81.000
16.5579,maxon,right_wrist,-81.000
16.5676,maxon,left_wrist,80.925
16.5679,maxon,right_wrist,-80.925
16.5776,maxon,left_wrist,80.849
16.5778,maxon,right_wrist,-80.849
16.5880,maxon,left_wrist,80.774
16.5882,maxon,right_wrist,-80.774
16.5976,maxon,left_wrist,80.701
16.5979,maxon,right_wrist,-80.701
16.6077,maxon,left_wrist,80.626
16.6080,maxon,right_wrist,-80.626
16.6178,maxon,left_wrist,80.551
16.6180,maxon,right_wrist,-80.551
16.6275,maxon,left_wrist,80.475
16.6279,maxon,right_wrist,-80.475
16.6376,maxon,left_wrist,80.400
16.6378,maxon,right_wrist,-80.400
16.6478,maxon,left_wrist,80.324
16.6482,maxon,right_wrist,-80.324
16.6580,maxon,left_wrist,80.249
16.6582,maxon,right_wrist,-80.249
16.6675,maxon,left_wrist,80.174
16.6679,maxon,right_wrist,-80.174
16.6775,maxon,left_wrist,80.098
16.6779,maxon,right_wrist,-80.098
16.6879,maxon,left_wrist,80.026
16.6881,maxon,right_wrist,-80.026
16.6978,maxon,left_wrist,79.950
16.6980,maxon,right_wrist,-79.950
16.7074,maxon,left_wrist,79.875
16.7080,maxon,right_wrist,-79.875
16.7172,maxon,left_wrist,79.800
16.7176,maxon,right_wrist,-79.800
16.7278,maxon,left_wrist,79.724
16.7280,maxon,right_wrist,-79.724
16.7379,maxon,left_wrist,79.649
16.7381,maxon,right_wrist,-79.649
16.7477,maxon,left_wrist,79.574
16.7479,maxon,right_wrist,-79.574
16.7576,maxon,left_wrist,79.498
16.7578,maxon,right_wrist,-79.498
16.7676,maxon,left_wrist,79.423
16.7678,maxon,right_wrist,-79.423
16.7777,maxon,left_wrist,79.350
16.7779,maxon,right_wrist,-79.350
16.7879,maxon,left_wrist,79.275
16.7883,maxon,right_wrist,-79.275
16.7974,maxon,left_wrist,79.199
16.7976,maxon,right_wrist,-79.199
16.8078,maxon,left_wrist,79.124
16.8081,maxon,right_wrist,-79.124
16.8173,maxon,left_wrist,79.049
16.8178,maxon,right_wrist,-79.049
16.8277,maxon,left_wrist,78.973
16.8284,maxon,right_wrist,-78.973
16.8379,maxon,left_wrist,78.898
16.8382,maxon,right_wrist,-78.898
16.8477,maxon,left_wrist,78.823
16.8479,maxon,right_wrist,-78.823
16.8576,maxon,left_wrist,78.750
16.8579,maxon,right_wrist,-78.750
16.8678,maxon,left_wrist,78.675
16.8679,maxon,right_wrist,-78.675
16.8778,maxon,left_wrist,78.599
16.8780,maxon,right_wrist,-78.599
16.8877,maxon,left_wrist,78.524
16.8879,maxon,right_wrist,-78.524
16.8976,maxon,left_wrist,78.449
16.8979,maxon,right_wrist,-78.449
16.9079,maxon,left_wrist,78.373
16.9081,maxon,right_wrist,-78.373
16.9176,maxon,left_wrist,78.298
16.9179,maxon,right_wrist,-78.298
16.9277,maxon,left_wrist,78.223
16.9279,maxon,right_wrist,-78.223
16.9376,maxon,left_wrist,78.147
16.9379,maxon,right_wrist,-78.147
16.9478,maxon,left_wrist,78.074
16.9480,maxon,right_wrist,-78.074
16.9574,maxon,left_wrist,77.999
16.9577,maxon,right_wrist,-77.999
16.9675,maxon,left_wrist,77.924
16.9680,maxon,right_wrist,-77.924
16.9780,maxon,left_wrist,77.848
16.9783,maxon,right_wrist,-77.848
16.9880,maxon,left_wrist,77.773
16.9884,maxon,right_wrist,-77.773
16.9974,maxon,left_wrist,77.698
16.9977,maxon,right_wrist,-77.698
17.0079,maxon,left_wrist,77.622
17.0081,maxon,right_wrist,-77.622
17.0176,maxon,left_wrist,77.547
17.0180,maxon,right_wrist,-77.547
17.0278,maxon,left_wrist,77.472
17.0280,maxon,right_wrist,-77.472
17.0379,maxon,left_wrist,77.399
17.0380,maxon,right_wrist,-77.399
17.0475,maxon,left_wrist,77.324
17.0477,maxon,right_wrist,-77.324
17.0579,maxon,left_wrist,77.248
17.0581,maxon,right_wrist,-77.248
17.0675,maxon,left_wrist,77.173
17.0678,maxon,right_wrist,-77.173
17.0774,maxon,left_wrist,77.098
17.0778,maxon,right_wrist,-77.098
17.0876,maxon,left_wrist,77.022
17.0878,maxon,right_wrist,-77.022
17.0978,maxon,left_wrist,76.947
17.0980,maxon,right_wrist,-76.947
17.1078,maxon,left_wrist,76.872
17.1080,maxon,right_wrist,-76.872
17.1177,maxon,left_wrist,76.796
17.1182,maxon,right_wrist,-76.796
17.1279,maxon,left_wrist,76.723
17.1281,maxon,right_wrist,-76.723
17.1379,maxon,left_wrist,76.648
17.1381,maxon,right_wrist,-76.648
17.1477,maxon,left_wrist,76.573
17.1479,maxon,right_wrist,-76.573
17.1581,maxon,left_wrist,76.497
17.1583,maxon,right_wrist,-76.497
17.1678,maxon,left_wrist,76.422
17.1682,maxon,right_wrist,-76.422
17.1774,maxon,left_wrist,76.347
17.1776,maxon,right_wrist,-76.347
17.1875,maxon,left_wrist,76.271
17.1878,maxon,right_wrist,-76.271
17.1976,maxon,left_wrist,76.196
17.1979,maxon,right_wrist,-76.196
17.2072,maxon,left_wrist,76.123
17.2075,maxon,right_wrist,-76.123
17.2178,maxon,left_wrist,76.048
17.2180,maxon,right_wrist,-76.048
17.2277,maxon,left_wrist,75.973
17.2279,maxon,right_wrist,-75.973
17.2375,maxon,left_wrist,75.897
17.2378,maxon,right_wrist,-75.897
17.2475,maxon,left_wrist,75.822
17.2479,maxon,right_wrist,-75.822
17.2577,maxon,left_wrist,75.747
17.2579,maxon,right_wrist,-75.747
17.2678,maxon,left_wrist,75.671
17.2681,maxon,right_wrist,-75.671
17.2778,maxon,left_wrist,75.596
17.2780,maxon,right_wrist,-75.596
17.2879,maxon,left_wrist,75.521
17.2881,maxon,right_wrist,-75.521
17.2977,maxon,left_wrist,75.448
17.2979,maxon,right_wrist,-75.448
17.3078,maxon,left_wrist,75.372
17.3080,maxon,right_wrist,-75.372
17.3177,maxon,left_wrist,75.297
17.3179,maxon,right_wrist,-75.297
17.3277,maxon,left_wrist,75.222
17.3279,maxon,right_wrist,-75.222
17.3381,maxon,left_wrist,75.146
17.3385,maxon,right_wrist,-75.146
17.3473,maxon,left_wrist,75.071
17.3475,maxon,right_wrist,-75.071
17.3572,maxon,left_wrist,75.001
17.3575,maxon,right_wrist,-75.001
21.5240,maxon,right_wrist,-74.933
21.5244,maxon,left_wrist,74.933
21.5274,maxon,right_wrist,-74.820
21.5285,maxon,left_wrist,74.820
21.5317,maxon,right_wrist,-74.707
21.5322,maxon,left_wrist,74.707
21.5357,maxon,right_wrist,-74.594
21.5363,maxon,left_wrist,74.594
21.5396,maxon,right_wrist,-74.481
21.5401,maxon,left_wrist,74.481
21.5435,maxon,right_wrist,-74.368
21.5440,maxon,left_wrist,74.368
21.5467,maxon,right_wrist,-74.258
21.5471,maxon,pedal_left,-0.050
21.5472,maxon,left_wrist,74.258
21.5501,maxon,right_wrist,-74.145
21.5505,maxon,left_wrist,74.145
21.5538,maxon,right_wrist,-74.032
21.5542,maxon,left_wrist,74.032
21.5571,maxon,right_wrist,-73.919
21.5581,maxon,left_wrist,73.919
21.5607,maxon,right_wrist,-73.806
21.5611,maxon,left_wrist,73.806
21.5644,maxon,right_wrist,-73.693
21.5648,maxon,left_wrist,73.693
21.5677,maxon,right_wrist,-73.580
21.5684,maxon,left_wrist,73.580
21.5708,maxon,right_wrist,-73.467
21.5712,maxon,pedal_left,-0.103
21.5713,maxon,left_wrist,73.467
21.5745,maxon,right_wrist,-73.356
21.5749,maxon,left_wrist,73.356
21.5781,maxon,right_wrist,-73.243
21.5785,maxon,left_wrist,73.243
21.5808,maxon,right_wrist,-73.130
21.5812,maxon,left_wrist,73.130
21.5844,maxon,right_wrist,-73.017
21.5848,maxon,left_wrist,73.017
21.5873,maxon,right_wrist,-72.904
21.5881,maxon,left_wrist,72.904
21.5906,maxon,right_wrist,-72.791
21.5910,maxon,left_wrist,72.791
21.5941,maxon,right_wrist,-72.678
21.5944,maxon,pedal_left,-0.156
21.5945,maxon,left_wrist,72.678
21.5968,maxon,right_wrist,-72.565
21.5975,maxon,left_wrist,72.565
21.6002,maxon,right_wrist,-72.452
21.6006,maxon,left_wrist,72.452
21.6037,maxon,right_wrist,-72.342
21.6042,maxon,left_wrist,72.342
21.6065,maxon,right_wrist,-72.229
21.6069,maxon,left_wrist,72.229
21.6103,maxon,right_wrist,-72.116
21.6107,maxon,left_wrist,72.116
21.6137,maxon,right_wrist,-72.003
21.6143,maxon,left_wrist,72.003
21.6166,maxon,right_wrist,-71.890
21.6170,maxon,pedal_left,-0.208
21.6171,maxon,left_wrist,71.890
21.6204,maxon,right_wrist,-71.777
21.6208,maxon,left_wrist,71.777
21.6239,maxon,right_wrist,-71.664
21.6244,maxon,left_wrist,71.664
21.6249,neck,head,14.678
21.6249,neck,head_2,-20.039
21.6250,arm,left_shoulder_1,90.312
21.6250,arm,left_shoulder_2,0.219
21.6250,arm,left_elbow,-89.894
21.6250,arm,waist_joint,10.050
21.6250,arm,right_shoulder_1,89.670
21.6250,arm,right_shoulder_2,-0.273
21.6250,arm,right_elbow,89.879
21.6292,maxon,right_wrist,-71.551
21.6296,maxon,left_wrist,71.551
21.6307,arm,left_shoulder_1,90.402
21.6307,arm,left_shoulder_2,0.282
21.6307,arm,right_shoulder_1,89.575
21.6307,arm,right_shoulder_2,-0.352
21.6339,maxon,right_wrist,-71.438
21.6345,maxon,left_wrist,71.438
21.6358,arm,left_shoulder_1,90.481
21.6358,arm,left_shoulder_2,0.337
21.6358,arm,left_elbow,-89.838
21.6358,arm,right_shoulder_1,89.492
21.6358,arm,right_shoulder_2,-0.419
21.6358,arm,right_elbow,89.813
21.6386,maxon,right_wrist,-71.327
21.6390,arm,right_shoulder_1,89.440
21.6398,maxon,left_wrist,71.327
21.6409,arm,left_shoulder_1,90.559
21.6409,arm,left_shoulder_2,0.392
21.6409,arm,right_shoulder_2,-0.485
21.6420,arm,right_shoulder_1,89.390
21.6436,maxon,right_wrist,-71.214
21.6440,maxon,left_wrist,71.214
21.6447,arm,left_shoulder_1,90.619
21.6447,arm,right_shoulder_2,-0.535
21.6447,arm,right_elbow,89.762
21.6466,arm,left_shoulder_2,0.454
21.6466,arm,left_elbow,-89.782
21.6466,arm,waist_joint,10.104
21.6466,arm,right_shoulder_1,89.315
21.6486,maxon,right_wrist,-71.101
21.6490,arm,left_shoulder_1,90.685
21.6490,arm,right_shoulder_2,-0.591
21.6498,maxon,pedal_left,-0.261
21.6499,maxon,left_wrist,71.101
21.6509,arm,right_shoulder_1,89.245
21.6535,maxon,right_wrist,-70.988
21.6539,arm,left_shoulder_1,90.762
21.6539,arm,left_shoulder_2,0.534
21.6539,arm,right_shoulder_2,-0.656
21.6539,arm,right_elbow,89.708
21.6546,maxon,left_wrist,70.988
21.6559,arm,right_shoulder_1,89.162
21.6585,maxon,right_wrist,-70.875
21.6589,arm,left_shoulder_1,90.839
21.6589,arm,left_shoulder_2,0.588
21.6589,arm,left_elbow,-89.720
21.6589,arm,right_shoulder_2,-0.721
21.6596,maxon,left_wrist,70.875
21.6610,arm,right_shoulder_1,89.080
21.6636,maxon,right_wrist,-70.762
21.6639,arm,left_shoulder_1,90.917
21.6639,arm,left_shoulder_2,0.643
21.6639,arm,right_shoulder_2,-0.786
21.6639,arm,right_elbow,89.650
21.6648,maxon,left_wrist,70.762
21.6666,arm,right_shoulder_1,88.987
21.6684,maxon,right_wrist,-70.649
21.6688,arm,left_shoulder_1,90.992
21.6688,arm,left_shoulder_2,0.696
21.6688,arm,waist_joint,10.159
21.6688,arm,right_shoulder_2,-0.850
21.6697,maxon,left_wrist,70.649
21.6715,arm,left_elbow,-89.657
21.6715,arm,right_shoulder_1,88.907
21.6734,maxon,right_wrist,-70.536
21.6738,arm,left_shoulder_1,91.070
21.6738,arm,left_shoulder_2,0.750
21.6738,arm,right_shoulder_2,-0.915
21.6738,arm,right_elbow,89.593
21.6747,maxon,left_wrist,70.536
21.6758,arm,right_shoulder_1,88.838
21.6786,maxon,right_wrist,-70.423
21.6790,arm,left_shoulder_1,91.150
21.6790,arm,left_shoulder_2,0.806
21.6790,arm,right_shoulder_1,88.785
21.6790,arm,right_shoulder_2,-0.982
21.6797,maxon,left_wrist,70.423
21.6821,arm,left_elbow,-89.603
21.6821,arm,right_shoulder_1,88.734
21.6835,maxon,right_wrist,-70.312
21.6839,arm,left_shoulder_1,91.226
21.6839,arm,left_shoulder_2,0.860
21.6839,arm,right_shoulder_2,-1.046
21.6839,arm,right_elbow,89.535
21.6845,maxon,pedal_left,-0.314
21.6847,maxon,left_wrist,70.312
21.6856,arm,right_shoulder_1,88.676
21.6884,arm,left_shoulder_1,91.296
21.6884,arm,right_shoulder_2,-1.104
21.6892,arm,left_shoulder_2,0.917
21.6892,arm,waist_joint,10.209
21.6892,arm,right_shoulder_1,88.618
21.6916,arm,left_shoulder_1,91.346
21.6923,arm,left_elbow,-89.553
21.6923,arm,right_shoulder_1,88.567
21.6929,arm,right_shoulder_2,-1.162
21.6929,arm,right_elbow,89.483
21.6943,arm,left_shoulder_2,0.973
21.6950,arm,left_shoulder_1,91.397
21.6956,arm,right_shoulder_1,88.514
21.6976,arm,right_shoulder_2,-1.221
21.6982,arm,left_shoulder_1,91.447
21.6988,arm,right_shoulder_1,88.460
21.6995,arm,left_shoulder_2,1.029
21.7021,arm,left_shoulder_1,91.508
21.7021,arm,right_shoulder_1,88.406
21.7021,arm,right_shoulder_2,-1.280
21.7021,arm,right_elbow,89.431
21.7028,arm,left_elbow,-89.500
21.7046,arm,left_shoulder_2,1.084
21.7052,arm,right_shoulder_1,88.355
21.7060,arm,left_shoulder_1,91.568
21.7074,maxon,right_wrist,-70.199
21.7087,maxon,left_wrist,70.199
21.7125,maxon,right_wrist,-70.086
21.7133,maxon,left_wrist,70.086
21.7156,maxon,right_wrist,-69.973
21.7160,maxon,left_wrist,69.973
21.7192,maxon,right_wrist,-69.860
21.7196,maxon,left_wrist,69.860
21.7219,maxon,right_wrist,-69.747
21.7222,maxon,left_wrist,69.747
21.7253,maxon,right_wrist,-69.634
21.7257,maxon,left_wrist,69.634
21.7285,maxon,right_wrist,-69.521
21.7290,maxon,pedal_left,-0.367
21.7291,maxon,left_wrist,69.521
21.7313,maxon,right_wrist,-69.408
21.7317,maxon,left_wrist,69.408
21.7347,maxon,right_wrist,-69.298
21.7351,maxon,left_wrist,69.298
21.7376,maxon,right_wrist,-69.185
21.7383,maxon,left_wrist,69.185
21.7409,maxon,right_wrist,-69.072
21.7413,maxon,left_wrist,69.072
21.7444,maxon,right_wrist,-68.959
21.7448,maxon,left_wrist,68.959
21.7459,arm,left_shoulder_1,91.882
21.7459,arm,left_shoulder_2,1.319
21.7459,arm,left_elbow,-89.379
21.7459,arm,waist_joint,10.300
21.7459,arm,right_shoulder_1,88.011
21.7459,arm,right_shoulder_2,-1.601
21.7459,arm,right_elbow,89.288
21.7493,maxon,right_wrist,-68.846
21.7497,maxon,left_wrist,68.846
21.7508,arm,left_shoulder_1,91.959
21.7508,arm,left_shoulder_2,1.374
21.7508,arm,right_shoulder_1,87.929
21.7508,arm,right_shoulder_2,-1.669
21.7534,maxon,right_wrist,-68.733
21.7540,arm,right_shoulder_1,87.877
21.7548,maxon,pedal_left,-0.419
21.7549,maxon,left_wrist,68.733
21.7559,arm,left_shoulder_1,92.038
21.7559,arm,left_shoulder_2,1.430
21.7559,arm,left_elbow,-89.326
21.7559,arm,right_shoulder_2,-1.736
21.7559,arm,right_elbow,89.229
21.7584,maxon,right_wrist,-68.620
21.7590,arm,right_shoulder_1,87.795
21.7597,maxon,left_wrist,68.620
21.7607,arm,left_shoulder_1,92.114
21.7607,arm,left_shoulder_2,1.482
21.7607,arm,right_shoulder_2,-1.799
21.7621,arm,right_shoulder_1,87.743
21.7635,maxon,right_wrist,-68.507
21.7640,arm,left_shoulder_1,92.165
21.7649,maxon,left_wrist,68.507
21.7659,arm,left_shoulder_2,1.539
21.7659,arm,left_elbow,-89.276
21.7659,arm,waist_joint,10.350
21.7659,arm,right_shoulder_1,87.680
21.7659,arm,right_shoulder_2,-1.867
21.7659,arm,right_elbow,89.171
21.7686,maxon,right_wrist,-68.394
21.7690,arm,left_shoulder_1,92.242
21.7699,maxon,left_wrist,68.394
21.7709,arm,left_shoulder_2,1.594
21.7709,arm,right_shoulder_1,87.598
21.7709,arm,right_shoulder_2,-1.933
21.7736,maxon,right_wrist,-68.283
21.7740,maxon,left_wrist,68.283
21.7748,arm,left_shoulder_1,92.334
21.7748,arm,right_shoulder_1,87.533
21.7748,arm,right_shoulder_2,-1.984
21.7748,arm,right_elbow,89.119
21.7765,arm,left_shoulder_2,1.655
21.7765,arm,left_elbow,-89.222
21.7786,maxon,right_wrist,-68.170
21.7790,arm,left_shoulder_1,92.399
21.7790,arm,right_shoulder_1,87.465
21.7790,arm,right_shoulder_2,-2.038
21.7797,maxon,left_wrist,68.170
21.7820,arm,left_shoulder_2,1.715
21.7836,maxon,right_wrist,-68.057
21.7839,arm,left_shoulder_1,92.476
21.7839,arm,right_shoulder_1,87.383
21.7839,arm,right_shoulder_2,-2.103
21.7839,arm,right_elbow,89.066
21.7847,maxon,left_wrist,68.057
21.7883,arm,left_shoulder_1,92.544
21.7883,arm,left_shoulder_2,1.784
21.7883,arm,left_elbow,-89.164
21.7883,arm,waist_joint,10.406
21.7883,arm,right_shoulder_1,87.312
21.7883,arm,right_shoulder_2,-2.159
21.7891,maxon,right_wrist,-67.944
21.7895,maxon,pedal_left,-0.472
21.7895,maxon,left_wrist,67.944
21.7922,arm,left_shoulder_1,92.604
21.7922,arm,right_shoulder_1,87.248
21.7922,arm,right_shoulder_2,-2.209
21.7934,arm,left_shoulder_2,1.839
21.7934,arm,right_elbow,89.012
21.7944,maxon,right_wrist,-67.831
21.7950,maxon,left_wrist,67.831
21.7966,arm,left_shoulder_1,92.673
21.7966,arm,right_shoulder_1,87.175
21.7966,arm,right_shoulder_2,-2.266
21.7985,maxon,right_wrist,-67.718
